1.320085,-0.170097,-0.662322,0.734142,0.907277,0.058574,1.335453,0.593650,-0.002564,-0.088233,-1.156929,-1.955892,1.290400,2.427625,-3.006905,1.117245,2.526487,-1.191278,0.795292,-1.933778,-0.298045,-0.775569,-1.592001,-1.292549,-2.052139,-1.337681,3.038633,2.149830,2.457486,1.564016,-1.407718,0.711688,-2.230883
-1.190975,-0.597305,-0.129960,0.904544,0.019955,0.855847,0.655596,1.310063,2.746059,0.905008,-0.978104,0.290055,0.161825,-0.336716,0.831212,3.245738,1.078968,1.623660,0.955663,-1.244325,-0.344290,0.840118,0.199219,2.090964,-1.259157,0.657054,2.273693,1.554079,0.597051,2.098101,-0.633753,-0.336626,-1.335289
2.046658,0.454464,0.701776,-1.440605,1.580755,-1.401698,-0.104068,0.125797,-1.257119,-0.832363,-3.617612,-1.940192,-0.835614,2.363820,-1.096801,0.976828,2.431676,-3.735155,-0.097382,-0.779664,0.148906,0.723990,0.163064,-2.116340,-0.719186,1.532328,-1.860769,-1.113355,-1.632711,-2.326896,0.611516,3.029986,-1.684650
0.417887,-2.806667,0.052865,0.326363,0.014198,-0.499456,-0.315999,1.570383,0.166483,-1.534002,3.101157,1.233509,-0.682532,-2.493164,0.281132,-0.454514,-0.939620,1.218182,-1.893454,2.487692,1.328665,0.418432,1.205682,0.770641,-0.749186,-1.437728,2.161096,2.669205,4.371121,1.140604,-0.876914,-2.203054,0.784801
0.586441,-0.159717,0.986986,0.091319,0.725228,-0.459890,0.909729,0.039420,-0.998696,-0.809685,-0.628926,-1.312731,-1.449891,-1.851871,0.088190,-2.882997,0.083758,-1.668858,-2.227316,1.601737,1.645446,-2.643511,-0.939126,-1.934511,0.716247,0.079408,-0.581548,-0.520052,0.770942,-0.843495,2.304455,0.971364,-1.553826
0.641165,0.309249,0.939332,1.158315,-0.694600,1.127302,-0.956655,-0.694655,-0.368788,1.223916,0.964706,-1.155365,-1.783741,-0.581875,2.066424,1.651270,-1.103855,0.558468,2.903123,-1.331453,-2.372932,0.886566,-1.410912,-1.021955,3.057681,-0.244705,-2.482282,-2.712242,-2.937324,-1.610389,1.452191,1.616578,-0.713902
-0.042610,-0.685648,-0.520113,0.174628,-1.372695,-0.744162,-1.061137,-0.532396,-1.192749,-1.783793,1.187183,0.112284,-0.722464,1.812869,-1.053073,0.453553,-0.745976,1.204771,1.004640,-0.760861,0.507735,1.328493,1.244611,-0.216810,-0.306119,-0.530705,-0.314803,-0.626074,-1.268124,0.162284,-0.577392,-0.747523,1.490397
-0.163848,0.376304,0.231289,-0.908938,1.116477,-0.707089,-0.126403,1.705306,-0.968609,-2.015471,0.119759,-1.536091,0.842206,-1.892654,0.478973,-1.630446,-0.807080,2.441296,-1.725395,-0.113696,1.084399,-1.406446,2.137105,1.057554,-0.639112,-0.379144,1.777886,2.146710,3.339011,0.702047,0.009888,1.380076,-1.426695
-0.715945,-1.231913,-0.323110,-0.728242,-0.914895,0.495004,0.607952,-0.848220,-0.470547,0.329803,1.941103,1.844978,0.352998,-1.015590,-2.181585,-0.005137,-0.220019,2.574513,0.869854,-0.474132,-1.734206,0.394784,-0.964788,-0.439395,-3.098087,0.060288,0.349608,-0.381784,-3.108898,0.443537,2.175362,-1.107306,0.861659
2.426343,-0.771129,-0.238223,0.186664,0.661844,-1.873589,-0.799083,0.551665,0.275173,-0.411177,-1.979051,-1.405162,2.340055,0.924843,0.284337,0.476725,0.297538,-2.507295,-0.057745,1.965472,0.899602,-1.030075,0.886384,0.796869,-1.044479,-2.119462,4.019687,2.070984,0.887307,2.182585,-2.574597,0.434676,-1.906855
-0.641138,-1.921668,0.103894,0.032428,0.208681,-0.309403,0.147919,-0.183444,-0.326869,-2.049679,1.649956,2.308729,1.598667,-0.701767,2.123941,0.116953,0.518035,3.320642,1.309491,-3.529607,0.257464,-1.317210,-1.583176,-0.939708,1.885001,1.908926,-1.603456,-1.405171,-1.699094,-1.695560,0.502743,-1.529311,-1.169280
-0.342346,1.055205,-1.445980,0.457156,1.332365,0.851502,-0.092889,1.112146,-0.438417,3.459328,-0.407880,0.516565,2.275576,0.910535,-0.437638,-1.207684,0.863156,-1.280622,-4.222615,2.965329,4.586457,-1.866005,4.063559,4.069892,-2.803852,0.229666,4.633845,3.636980,0.664054,-0.090348,-2.120401,-2.841258,2.077153
